0,000000000E0	4,616616278E-4	3,039214730E-2
4,999444444E-1	1,328179626E-2	3,039214730E-2
9,999222222E-1	3,085144510E-2	4,098017393E-2
1,499844444E0	5,425787217E-2	5,296355416E-2
1,999755556E0	8,380617200E-2	6,506080968E-2
2,499733333E0	1,193114529E-1	7,545765905E-2
2,999644444E0	1,592554469E-1	8,372928340E-2
3,499633333E0	2,030323634E-1	9,135722114E-2
3,999533333E0	2,506025172E-1	1,010548023E-1
4,499477778E0	3,040714460E-1	1,140387520E-1
4,999488889E0	3,646362008E-1	1,140387520E-1


